,count,mean
0,1076,0.03734273095113194
1,7,0.005957712020192828
2,51,0.052804965598910465
3,41,0.0715178280341916
4,4,0.09093716740608215
5,6,0.07798394560813904
6,8,0.08640073239803314
7,12,0.1746612787246704
8,31,0.12297702604724516
9,11,0.09263730049133301
10,12,0.10106692711512248
11,5,0.1534893274307251
12,15,0.09780835310618083
13,8,0.15863297879695892
14,3,0.38273270924886066
15,6,0.22775423526763916
16,5,0.11736832857131958
17,9,0.2791336907280816
18,3,0.3078460693359375
19,14,0.2666752508708409
20,29,0.14318801616800242
21,6,0.17450010776519775
22,22,0.12011493336070668
23,13,0.006280500155228835
24,11,0.12518162077123468
25,35,0.0629800728389195
26,8,0.12254516780376434
27,10,0.022345495223999024
28,28,0.01767262177807944
29,25,0.08368460655212402
30,4,0.062407948076725006
31,55,0.036715455488725145
32,25,0.12270380020141601
33,26,0.08419930017911471
34,42,0.06083703608739944
35,12,0.06516763071219127
36,8,0.14728981256484985
37,14,0.057076986346926005
38,14,0.060292371681758335
39,6,0.11132751901944478
40,41,0.08599141748940073
41,12,0.09595246116320293
42,8,0.06872878223657608
43,25,0.1571268081665039
44,24,0.05128402511278788
45,44,0.04926440932533958
46,37,0.07556734213957915
47,5,0.22846736907958984
48,24,0.04693053166071574
49,31,0.06934042130747149
50,36,0.08209727870093451
51,32,0.06720754504203796
52,31,0.06355164127965127
53,5,0.11406183242797852
54,8,0.21452578902244568
55,6,0.1933340827624003
56,2,0.01882842183113098
57,8,0.07235930114984512
58,5,0.24080615043640136
59,3,0.3038446505864461
60,10,0.14586611986160278
61,8,0.12385769188404083
62,14,0.07674181461334229
63,42,0.07813869203839983
64,5,0.09477948546409606
65,3,0.08486607670783997
66,33,0.0634685501907811
67,6,0.07371285557746887
68,3,0.2871909538904826
69,6,0.2005233367284139
70,5,0.2907553195953369
71,51,0.10782432556152344
72,29,0.14914489614552465
73,43,0.026118284048036088
74,24,0.02772035449743271
75,30,0.13423329989115398
76,77,0.08608168440979796
77,4,0.08312582969665527
78,25,0.19602008819580077
79,2,0.22259306907653809
80,18,0.1033700704574585
81,7,0.07377836533955165
82,8,0.06651002913713455
83,26,0.12275718725644626
84,15,0.20030258496602377
85,58,0.11277333621321053
86,13,0.2516047954559326
87,8,0.24319173395633698
88,12,0.20460381110509238
89,8,0.05801248922944069
90,3,0.19006707270940146
91,1,0.2173202633857727
92,28,0.20570368426186697
93,7,0.07927039691380092
94,10,0.12204818725585938
95,10,0.17089517116546632
96,24,0.11111417412757874
97,12,0.08613220850626628
98,13,0.12740230560302734
99,5,0.2869809627532959
100,33,0.13225283767237808
101,6,0.22578416268030801
102,6,0.20552208026250204
103,8,0.0777163952589035
104,39,0.16020941122984275
105,15,0.20251495043436687
106,8,0.16939476132392883
107,6,0.24973350763320923
108,3,0.2536645730336507
109,17,0.13905046967899098
110,2,0.3798615336418152
111,3,0.1851060390472412
112,3,0.14031471808751425
113,7,0.15578154155186244
114,5,0.18500816822052002
115,14,0.1791484526225499
116,2,0.2417890429496765
117,1,0.19409555196762085
118,4,0.1401704102754593
119,3,0.13233604033788046
120,4,0.29433637857437134
121,4,0.27755606174468994
122,11,0.22071326862681995
123,3,0.18261380990346274
124,3,0.3177746534347534
125,4,0.2720392048358917
126,4,0.17327558994293213
127,136,0.0914755849277272
128,11,0.10181847485628995
129,5,0.12012799978256225
130,2,0.10788922756910324
131,6,0.2759348352750142
132,8,0.17411550879478455
133,31,0.13333326770413306
134,11,0.16049699349836868
135,20,0.13061842918395997
136,33,0.10118286537401604
137,5,0.11825704574584961
138,12,0.13123885790506998
139,6,0.12996735175450644
140,10,0.16255968809127808
141,43,0.11294997015664744
142,33,0.15620088577270508
143,36,0.014157980680465698
144,9,0.22035678227742514
145,7,0.31067514419555664
146,14,0.18389834676470077
147,21,0.11258925710405622
148,16,0.1646556258201599
149,6,0.12139294544855754
150,4,0.32289808988571167
151,11,0.016304907473650845
152,83,0.08694052983479328
153,9,0.09159792131847805
154,69,0.12216805720674818
155,2,0.2150103747844696
156,1,0.35491546988487244
157,1,0.348509818315506
158,6,0.17643100023269653
159,14,0.18644932338169642
160,4,0.3545125722885132
161,7,0.2804856300354004
162,3,0.24578173955281576
163,23,0.12505509542382282
164,8,0.12093457579612732
165,2,0.27530521154403687
166,3,0.17658992608388266
167,4,0.1727689504623413
168,13,0.06015568513136644
169,2,0.12968982756137848
170,2,0.04511421173810959
171,17,0.03457463488859289
172,5,0.32120494842529296
173,3,0.27736647923787433
174,5,0.03511915802955627
175,2,0.30322808027267456
176,2,0.20914161205291748
177,1,0.1962278187274933
178,4,0.12964138388633728
179,6,0.11143660545349121
180,3,0.04929169019063314
181,3,0.06916969517866771
182,2,0.08632197231054306
183,3,0.15055827299753824
184,9,0.16204056474897596
185,2,0.17596814036369324
186,1,0.2805742621421814
187,2,0.2256140112876892
188,0,
189,4,0.09150740504264832
190,3,0.2692693869272868
191,1,0.21727263927459717
192,3,0.08756044507026672
193,1,0.09640009701251984
194,2,0.12628160417079926
195,5,0.07313037514686585
196,2,0.34908828139305115
197,3,0.2821433146794637
198,1,0.11344663798809052
199,4,0.1566791832447052
200,2,0.07140636444091797
201,5,0.1517907500267029
202,3,0.24285109837849936
203,2,0.114140585064888
204,6,0.09549566109975179
205,1,0.21901361644268036
206,2,0.1927167922258377
207,25,0.07280563354492188
208,17,0.08727459346546847
209,36,0.061971035268571645
210,4,0.19318513572216034
211,3,0.24830146630605063
212,6,0.07919651766618092
213,4,0.04254314675927162
214,7,0.027747835431780134
215,3,0.10874406496683757
216,1,0.17456896603107452
217,1,0.16634739935398102
218,2,0.15828032791614532
219,2,0.14769387245178223
220,18,0.09467094474368626
221,40,0.05192081928253174
222,12,0.1327104369799296
223,9,0.14748160044352213
224,5,0.13989839553833008
225,29,0.1410531339974239
226,7,0.13170971189226424
227,13,0.06549523426936223
228,33,0.1183548912857518
229,22,0.05998543717644431
230,6,0.0822141170501709
231,86,-0.04240225082220033
232,53,0.11335129108069078
233,5,0.0973918080329895
234,16,0.06361696124076843
235,4,0.11965705454349518
236,21,0.14656384785970053
237,19,0.12111570960596989
238,3,0.1623517870903015
239,7,0.12056021179471697
240,9,0.1109618345896403
241,11,0.08632766116749156
242,82,0.11439797936416254
243,6,0.11326768000920613
244,5,0.06350721716880799
245,3,0.19122419754664102
246,25,0.12487583160400391
247,6,0.12664441267649332
248,3,0.09915538628896077
249,15,0.1684758981068929
250,15,0.07132700284322104
251,13,0.07624669716908382
252,19,0.18446323746129087
253,8,0.19378742575645447
254,15,0.03830235004425049
255,61,0.08548786601082223
256,21,0.010492835016477676
257,20,0.016603609919548033
258,16,0.04133068397641182
259,8,0.10813647508621216
260,27,0.003705843179314225
261,4,0.10530772060155869
262,20,0.07961675524711609
263,14,0.14031619685036795
264,3,0.11714434623718262
265,11,0.07075655460357666
266,19,0.11027924638045461
267,4,0.08613624423742294
268,3,0.137355367342631
269,3,0.16628050804138184
270,4,0.2142484188079834
271,7,0.20829299518040248
272,6,0.09510477383931477
273,4,0.21717292070388794
274,4,0.1919664442539215
275,16,0.12824426591396332
276,11,0.22349221056157892
277,11,0.10762885483828458
278,29,0.11996984481811523
279,52,0.11915289438687839
280,14,0.09050306252070836
281,15,0.11696370442708333
282,17,0.12883705251357136
283,3,0.22951926787694296
284,14,0.19788008076804026
285,5,0.03182336688041687
286,24,0.06797678768634796
287,116,0.09079313278198242
288,16,0.050007931888103485
289,17,0.16793538542354808
290,25,0.057836270332336424
291,136,0.136902977438534
292,7,0.12613488095147268
293,3,0.15805751085281372
294,10,0.04940289258956909
295,15,0.08631723721822103
296,10,0.13650612831115722
297,4,0.11843918263912201
298,2,0.1394740343093872
299,9,0.12320608562893337
300,9,0.12982085016038683
301,3,0.21337576707204184
302,11,0.049271784045479515
303,9,0.07025215360853407
304,5,0.07197223305702209
305,3,0.05532361070315043
306,6,0.04318376382191976
307,2,0.051141925156116486
308,4,0.044544149190187454
309,2,0.04608318954706192
310,4,0.05760226398706436
311,6,0.04858348766962687
312,24,0.09017581741015117
313,14,0.13978443826947892
314,25,0.048251981735229495
315,19,0.09238133932414808
316,3,0.2696673671404521
317,4,0.24787747859954834
318,5,0.22825005054473876
319,3,0.28313485781351727
320,0,
321,4,0.20690248906612396
322,3,0.24032400051752725
323,5,0.10134131908416748
324,4,0.09969484061002731
325,29,-0.045357321870738064
326,32,0.07874911278486252
327,33,0.18489505305434717
328,27,-0.03800857067108154
329,4,0.026343317702412605
330,2,0.18667377531528473
331,10,0.04654170870780945
332,3,0.01573177178700765
333,4,0.004280630499124527
334,4,0.04181455820798874
335,0,
336,30,-0.004605056842168173
337,43,-0.01478315508642862
338,6,0.5541854699452718
339,12,-0.015759839365879696
340,9,0.09312797917260064
341,11,0.14407196911898526
342,56,-0.00934355812413352
343,10,0.11903910636901856
344,6,0.14914310971895853
345,3,0.14578435818354288
346,23,0.07300675951916238
347,5,0.10165066719055176
348,27,0.04126765551390471
349,3,0.20205827554066977
350,6,0.010793611407279968
351,15,0.01214966078599294
352,17,0.06977416487301097
353,7,0.058393512453351705
354,6,0.07268429795900981
355,9,0.03954421149359809
356,11,0.036447107791900635
357,4,0.030805211514234543
358,10,0.04157982170581818
359,3,0.14133586486180624
360,3,0.13974501689275107
361,29,-0.024109254623281545
362,8,0.16252990067005157
363,8,0.009008094668388367
364,2,-0.018222590908408165
365,2,-0.0472152903676033
366,4,0.05549156665802002
367,3,-0.02071870118379593
368,5,0.05879353284835816
369,44,0.06632427735762163
370,7,0.18542049612317765
371,2,0.1269024908542633
372,4,0.12971115112304688
373,5,0.1123549222946167
374,2,0.10968054085969925
375,16,0.037374552339315414
376,4,0.06503386050462723
377,29,0.0027180627502244093
378,3,0.04509445031483968
379,2,0.09735998511314392
380,6,0.02014584590991338
381,3,0.08467755715052287
382,23,0.04743550134741742
383,5,-0.00047919675707817075
384,6,-0.005465845266977946
385,3,0.12384256720542908
386,5,0.2485659599304199
387,4,0.21575716137886047
388,6,0.15333701173464456
389,6,0.20738136768341064
390,12,0.06296328206857045
391,4,0.15867124497890472
392,4,0.16392599046230316
393,10,0.1072461724281311
394,4,0.09280383586883545
395,6,0.129462997118632
396,7,0.12955395664487565
397,2,0.17277780175209045
398,16,0.1010667234659195
399,9,0.08238399028778076
400,3,0.09511889020601909
401,3,0.15461573004722595
402,12,0.0856788953145345
403,2,0.22400948405265808
404,2,0.19148075580596924
405,3,0.11984272797902425
406,6,0.18110032876332602
407,3,0.1940205693244934
408,5,0.3114937782287598
409,3,0.2351575493812561
410,3,0.2544107437133789
411,6,0.27157894770304364
412,6,0.2758423089981079
413,3,0.12366091211636861
414,8,0.23887404799461365
415,2,0.2604115903377533
416,2,0.2060280740261078
417,9,0.1333304378721449
418,7,0.225935697555542
419,3,0.1419582962989807
420,13,0.1347185465005728
421,6,0.16749852895736694
422,4,0.27814731001853943
423,6,0.1975788672765096
424,2,0.2687993347644806
425,11,0.12274089726534756
426,12,0.05656379461288452
427,10,0.12982604503631592
428,14,0.07239893504551478
429,59,0.0993442616220248
430,7,0.2322523593902588
431,3,0.2984190781911214
432,48,0.1592335800329844
433,6,0.12142469485600789
434,4,0.15145990252494812
435,6,0.29237109422683716
436,1,0.186077281832695
437,1,0.1365879327058792
438,4,0.04094083979725838
439,3,0.04014986753463745
440,2,0.07373549044132233
441,1,0.07015985995531082
442,17,0.07128491121179917
443,4,0.20199352502822876
444,9,0.20836740069919163
445,3,0.2623579303423564
446,36,0.10328621334499782
447,14,0.20658155850001744
448,8,0.08571156859397888
449,2,0.25003868341445923
450,16,0.2166195511817932
451,2,0.21091456711292267
452,4,0.17299114167690277
453,7,0.2087317875453404
454,14,0.040807221617017476
455,8,0.1817849576473236
456,7,0.20223307609558105
457,15,0.20428492228190104
458,56,0.06275681938443865
459,6,0.07263536254564922
460,17,0.0549192603896646
461,12,0.05217197040716807
462,4,0.21293291449546814
463,2,0.2575432062149048
464,2,0.1847386211156845
465,6,0.14114554723103842
466,4,0.16760528087615967
467,9,0.12915303972032335
468,11,0.09528973969546231
469,3,0.18243161837259927
470,1,0.1602431982755661
471,2,0.1690332293510437
472,5,0.2406825304031372
473,2,0.290649950504303
474,2,0.22762493789196014
475,11,0.1014013182033192
476,44,0.06598293781280518
477,16,0.056168973445892334
478,9,0.04924660921096802
479,7,0.09442065443311419
480,9,0.19848218229081896
481,20,0.09082341194152832
482,3,0.1429274082183838
483,44,0.061324764381755485
484,6,0.12402174870173137
485,3,0.22039616107940674
486,2,0.15634149312973022
487,9,0.0451073944568634
488,5,0.20576715469360352
489,4,0.21232202649116516
490,21,0.06390837260654994
491,15,0.056464950243631996
492,7,0.2374894448689052
493,34,0.05598474250120275
494,11,0.03866951303048567
495,34,0.0482910065089955
496,28,0.06774021897997175
497,2,0.25508612394332886
498,10,0.06720956563949584
499,7,0.029083049723080227
500,44,0.09614508802240546
501,4,0.005741484928876162
502,10,-0.015588520467281342
503,15,0.038662203152974445
504,10,0.0225118488073349
505,465,-0.0291791751820554
506,10,-0.033363962173461915
507,12,-0.03249970078468323
508,3,-0.02978469431400299
509,3,-0.013306041558583578
510,9,-0.03184737099541558
511,4,-0.048527441918849945
512,12,0.01814464603861173
513,6,0.013027674208084742
514,4,0.07735329866409302
515,5,0.004499683156609535
516,3,-0.0181817760070165
517,4,-0.039067208766937256
518,6,0.0022337790578603745
519,8,0.009028470143675804
520,8,0.02248840592801571
521,11,0.03729209574786099
522,6,0.05639238158861796
523,6,-0.020306268086036045
524,3,-0.025967366993427277
525,5,0.021101783215999603
526,5,-0.01660369336605072
527,4,-0.036016229540109634
528,3,0.17097671826680502
529,1,0.008544416166841984
530,2,0.19828221201896667
531,7,-0.0023802321936403003
532,4,0.08409026265144348
533,2,0.08942613750696182
534,4,-0.037983834743499756
535,21,-0.05348530837467739
536,1,-0.00894930586218834
537,2,-0.0423441082239151
538,40,-0.031025898456573487
539,8,-0.03996460884809494
540,35,-0.00046673257436071126
541,27,-0.009722581616154424
542,18,-0.004213933315542009
543,9,0.11899081865946452
544,8,0.13956773281097412
545,8,0.009240997023880482
546,4,0.08077272027730942
547,14,0.044763965266091485
548,1,0.30180609226226807
549,12,0.08256268501281738
550,3,0.20352800687154135
551,2,0.2012295126914978
552,5,0.29678797721862793
553,3,0.261449933052063
554,6,0.07304632663726807
555,1,0.2976493239402771
556,5,0.3014965057373047
557,5,0.09433159232139587
558,4,0.33194994926452637
559,2,0.20220324397087097
560,2,0.3139602541923523
561,4,0.28857454657554626
562,0,
563,4,0.17078572511672974
564,3,0.21892068783442178
565,4,0.27509942650794983
566,7,0.14877051966530935
567,4,0.19234734773635864
568,5,0.09960777163505555
569,8,0.19361193478107452
570,5,0.1360313892364502
571,3,0.16382120052973428
572,3,0.181678573290507
573,2,0.280385285615921
574,1,0.2444700300693512
575,5,0.11392422914505004
576,2,0.19145822525024414
577,1,0.27190208435058594
578,2,0.25218045711517334
579,2,0.19884350895881653
580,4,0.18377357721328735
581,11,0.12776587226174094
582,5,0.1298062562942505
583,4,0.19768865406513214
584,12,-0.0030481244126955667
585,8,0.04468333348631859
586,11,0.08684740283272484
587,6,0.23879627386728922
588,6,0.21205981572469076
589,3,0.22064677874247232
590,6,0.08829767505327861
591,6,0.12458360195159912
592,8,0.23970945179462433
593,8,0.1560547947883606
594,3,0.10032710433006287
595,1,0.09762699156999588
596,1,0.2860892415046692
597,5,0.389093017578125
598,5,0.28897554874420167
599,2,0.27585798501968384
600,1,0.09613179415464401
601,11,0.08321415836160834
602,1,0.22951723635196686
603,7,0.18724759987422399
604,8,0.1522645652294159
605,14,0.11421628509249006
606,6,0.07777893543243408
607,5,0.0503957986831665
608,4,0.10103175044059753
609,7,0.1514011791774205
610,3,0.13152354955673218
611,5,0.18271336555480958
612,6,0.19277477264404297
613,43,0.043882087219593136
614,2,0.16807840764522552
615,3,0.16724491119384766
616,3,0.3607369661331177
617,2,0.3828701376914978
618,7,0.015805732991014208
619,3,-0.01750577986240387
620,12,0.010634109377861023
621,5,0.1434461236000061
622,4,0.12151860445737839
623,7,0.0707027018070221
624,3,0.1070096989472707
625,8,0.33654356002807617
626,5,0.1403639554977417
627,3,0.1418022314707438
628,8,0.1035948395729065
629,8,0.22687755525112152
630,9,0.18912523322635227
631,18,0.16408447424570718
632,8,0.07880792021751404
633,6,0.20556028683980307
634,4,0.20638532936573029
635,6,0.15355984369913736
636,4,0.0728992149233818
637,9,0.11765797932942708
638,4,0.19697001576423645
639,10,0.17225964069366456
640,5,0.1686662554740906
641,12,0.20203038056691489
642,3,0.26663370927174884
643,4,0.18013763427734375
644,9,0.13293128543429905
645,4,0.3496433198451996
646,3,0.18334813912709555
647,0,
648,2,0.22179561853408813
649,8,0.2361362725496292
650,6,0.3501400947570801
651,3,0.3178881009419759
652,1,0.29219144582748413
653,5,0.3938859701156616
654,21,0.10297230311802455
655,2,0.056431613862514496
656,2,0.07873962074518204
657,16,0.10894422978162766
658,2,0.3541263937950134
659,1,0.39247557520866394
660,2,0.3268606662750244
661,3,0.3150899012883504
662,2,0.19221453368663788
663,2,0.3399289548397064
664,1,0.38115736842155457
665,2,0.2973286807537079
666,2,0.36318233609199524
667,1,0.3715091347694397
668,3,0.28123541673024494
669,6,0.29870561758677167
670,1,0.2686818838119507
671,5,0.09976224899291992
672,5,0.12223228216171264
673,5,0.20437092781066896
674,1,0.21307800710201263
675,1,0.1576472967863083
676,3,0.3900382916132609
677,1,0.39798444509506226
678,1,0.2302355319261551
679,4,0.08683212846517563
680,1,0.13113068044185638
681,3,0.2509231170018514
682,2,0.19211556017398834
683,1,0.2900691330432892
684,1,0.10015202313661575
685,2,0.12998518347740173
686,5,0.040571898221969604
687,3,0.11541131138801575
688,8,0.02451673522591591
689,3,0.022113127013047535
690,4,-0.0041756643913686275
691,1,0.09643551707267761
692,4,0.02364373579621315
693,4,-0.007155961357057095
694,5,0.03168151974678039
695,2,0.05363285541534424
696,3,0.10738943020502727
697,1,0.29117539525032043
698,1,0.16192273795604706
699,1,0.11900170892477036
700,7,0.06085062452725002
701,1,-0.031824447214603424
702,5,0.16001603603363038
703,2,0.10252197086811066
704,2,0.17544609308242798
705,2,0.23027753829956055
706,7,0.09121062074388776
707,6,0.11296284198760986
708,1,0.13969586789608002
709,2,0.11811285465955734
710,1,0.2726031541824341
711,2,0.255915105342865
712,5,0.19711242914199828
713,2,0.04283735901117325
714,2,0.32466644048690796
715,3,0.141013632218043
716,3,0.3287747899691264
717,4,0.14125195145606995
718,3,0.24649912118911743
719,3,0.046831220388412476
720,5,0.04034673273563385
721,8,0.17198018729686737
722,14,0.1699021032878331
723,11,0.16473967378789728
724,9,0.15630294217003715
725,13,0.2604338755974403
726,3,0.2487584948539734
727,3,0.29497543970743817
728,5,0.3586289882659912
729,8,0.29872357845306396
730,10,0.27946197986602783
731,3,0.29918189843495685
732,7,0.26490083762577604
733,4,0.36970776319503784
734,6,0.21564181645711264
735,13,0.23205960713900053
736,4,0.297283798456192
737,3,0.2769143382708232
738,3,0.35901157061258954
739,2,0.3429839015007019
740,3,0.3604958852132161
741,2,0.30600208044052124
742,5,0.09075782299041749
743,1,0.07335810363292694
744,8,0.1710522323846817
745,18,0.10075324111514622
746,4,0.20536145567893982
747,8,0.19855695962905884
748,47,0.1265849661319814
749,28,0.12260807412011283
750,7,0.1923654420035226
751,3,0.18576037883758545
752,9,0.22551356421576607
753,3,0.19833447535832724
754,1,0.21510088443756104
755,5,0.16476088762283325
756,7,0.24388510840279715
757,16,0.12821486592292786
758,2,0.13791519403457642
759,3,0.11625125010808308
760,9,0.15184254116482204
761,1,0.15074853599071503
762,4,0.1192813515663147
763,1,0.10812214016914368
764,2,0.24906204640865326
765,3,0.3343718846638997
766,7,0.1798031841005598
767,4,0.047120727598667145
768,1,0.012144308537244797
769,3,0.08493818839391072
770,2,0.0375201478600502
771,5,0.10820869207382203
772,10,0.034644579887390135
773,4,0.045303039252758026
774,7,0.14629687581743514
775,4,0.1403985470533371
776,2,0.16108673810958862
777,1,0.14401815831661224
778,3,0.12315829594930013
779,4,0.19484399259090424
780,1,0.23157447576522827
781,10,0.22618088722229004
782,8,0.20091038942337036
783,2,0.12994390726089478
784,7,0.09615109648023333
